Nom_du_POI;LAT;LONG;Adresse_postale;Code_postal;Commune
Voie verte - Saint-Fromond - Saint-Lô;49,22827400;-1,13804000;;50620;Saint-Fromond
Saint-Lô < > Saint-Fromond;49,21992500;-1,09292400;;50620;Saint-Fromond
La Route des Abbayes à cheval - Etape 2/5 : Saint-Fromond - Brectouville;49,21992500;-1,09292400;;50620;Saint-Fromond
Les chemins du Mont-Saint-Michel - Chemin de Cherbourg - Les Pieux - Barneville-Carteret;49,51319190;-1,80830400;;50340;Les Pieux
A la découverte du mascaret et des grandes marées;48,68204800;-1,41266100;;50300;Vains
Circuit des Moulins;49,40250700;-1,77979090;;50270;Les Moitiers-d'Allonne
Autour d'Utah Beach;49,37902600;-1,22598900;;50480;Sainte-Marie-du-Mont
Utah-Beach < > Carentan;49,37902600;-1,22598900;;50480;Sainte-Marie-du-Mont
La Baie des Veys;49,37902600;-1,22598900;;50480;Sainte-Marie-du-Mont
Voie verte - Mortain - Saint-Cyr-du-Bailleul;48,56523800;-0,80008990;;50140;Mortain-Bocage
Mortain < > Saint-Hilaire-du-Harcouët;48,64922190;-0,94154600;;50140;Mortain-Bocage
Crêtes et Monuments de Mortain;48,64922190;-0,94154600;;50140;Mortain-Bocage
Voie verte - Mortain - Saint-Hilaire-du-Harcouët;48,64922200;-0,94154600;;50140;Mortain-Bocage
Voie verte - Mortain - Saint-Hilaire-du-Harcouët;48,64922200;-0,94154600;;50140;Mortain-Bocage
Les cascades dans le Mortainais;48,64922190;-0,94154600;;50140;Mortain-Bocage
Promenons-nous dans les bois... de Saint-Sauveur-le-Vicomte;49,38691600;-1,52995800;;50390;Saint-Sauveur-le-Vicomte
De Tatihou au Mont-Saint-Michel - Saint-Sauveur-le-Vicomte / Périers;49,38691600;-1,52995790;;50390;Saint-Sauveur-le-Vicomte
Saint-Sauveur-le-Vicomte < > La Haye-du-Puits;49,38691600;-1,52995790;;50390;Saint-Sauveur-le-Vicomte
Voie verte - Saint-Sauveur-le-Vicomte - La Haye-du-Puits;49,38691600;-1,52995790;;50390;Saint-Sauveur-le-Vicomte
La lande et Barbey d'Aurevilly;49,38691600;-1,52995790;;50390;Saint-Sauveur-le-Vicomte
Barenton < > Mortain;48,59945700;-0,83228800;;50720;Barenton
Le Cul de Fer;49,45517200;-1,49267890;;50700;Colomby
Dans les pas de Barbey d'Aurevilly;49,45517200;-1,49267890;;50700;Colomby
Voie verte - Sourdeval - Mortain;48,72433600;-0,92382290;;50150;Sourdeval
Sourdeval < > Mortain;48,72433600;-0,92382290;;50150;Sourdeval
Les Roches de Ham;49,02268600;-1,02112690;;50160;Torigny-les-Villes
La route des abbayes à cheval - Etape 3/5 : Brectouville - Abbaye d'Hambye;49,02268600;-1,02112690;;50160;Torigny-les-Villes
St Coutant sentier les fontaines;45,99548000;0,45262300;;16350;Saint-Coutant
St Coutant sentier de la Vallée de l'Or;45,99548000;0,45262300;;16350;Saint-Coutant
St Coutant sentier le Freny;45,99548000;0,45262300;;16350;Saint-Coutant
Promenade des Moines;47,93393000;3,10837000;;89120;Charny Orée de Puisaye
Sentier découverte en autonomie;43,65305100;6,00247600;;83560;La Verdière
Sentier découverte en autonomie;43,65305100;6,00247600;;83560;La Verdière
A Travers les Croix du Quercy;44,70012260;1,71863079;;46500;Reilhac
Le Chemin de l'Eau;44,70016830;1,71879172;;46500;Reilhac
La Route des Chiffonniers - Étape 2 - La Lucerne d'Outremer - Beauchamps;48,78457100;-1,42680900;;50320;La Lucerne-d'Outremer
La Route des Abbayes à cheval - Etape 5/5 : Abbaye de La Lucerne d'Outremer - Genêts Bec d'Andaine;48,78457100;-1,42680900;;50320;La Lucerne-d'Outremer
Les chemins du Mont-Saint-Michel - Chemin de Barfleur - Barfleur - Montebourg;49,67061600;-1,26376600;;50760;Barfleur
Le Mont du Roc;49,59300100;-1,68730300;;50690;Sideville
Bocage et collines de Tourlaville;49,64350900;-1,56944890;;50110;Cherbourg-en-Cotentin
Le littoral, de Tourlaville à Querqueville;49,64350900;-1,56944890;;50110;Cherbourg-en-Cotentin
Coup de vent sur Jobourg;49,68337800;-1,90416300;;50440;La Hague
Sentier du contrebandier;49,68337800;-1,90416300;;50440;La Hague
Les landes de Vauville;49,64389670;-1,85240060;;50440;La Hague
Boucle de la Hague;49,68337800;-1,90416300;;50440;La Hague
Quinéville < > Utah Beach;49,51009000;-1,30731000;;50310;Quinéville
Sur les chemins de l'histoire;49,51009000;-1,30731000;;50310;Quinéville
Le circuit de la Plume;49,58320300;-1,72893090;;50690;Teurthéville-Hague
Patrimoine à cheval en Baie du Mont-Saint-Michel - Etape 2/3 : Champeaux - Le Val-Saint-Père;48,73882600;-1,52674400;;50530;Champeaux
De la madeleine à la marguerie;49,27835800;-1,30012390;;50500;Méautis
Le circuit des Hôtels - VTT;49,15072300;-1,32100500;;50190;Feugères
Les chemins creux - Randonnée;49,15077890;-1,32111210;;50190;Feugères
"Orville ""Les Hauts d'Orville""";47,15238000;1,79195000;;36210;Orville
Sentier Botanique du Grézelon;45,98587000;4,04498600;;42300;Villerest
Sentier Botanique du Grézelon;45,98587000;4,04498600;;42300;Villerest
AUTOUR DE LA BUTTE DE MONTBAUGE;48,08918920;0,65289791;;72320;Saint-Maixent
N°19 : L'eau vive;48,08917500;0,65287495;;72320;Saint-Maixent
Boucle circuit de l'Agrion de Mercure;47,18376560;-1,37023940;;44330;La Chapelle-Heulin
SUR LES CHEMINS DE MAYANNE, DANGEUL;48,24903760;0,25680719;;72260;Dangeul
La Chapelle-aux-Choux - Circuit des 3 provinces;47,63349000;0,23105000;;72800;La Chapelle-aux-Choux
SENTIER DE LA CHAPELLE SAINT-MARCELLIN;47,69634200;-1,64439800;;44590;Mouais
Saint-Sernin-de-Duras, la balade de Castelgaillard;44,71068750;0,23927450;;47120;Saint-Sernin
Saint-Sernin-de-Duras, la balade de Castelgaillard;44,71068750;0,23927450;;47120;Saint-Sernin
Saint-Sernin-de-Duras, vers le domaine d'Amblard;44,71068750;0,23927450;;47120;Saint-Sernin
Lubersac, une église de Saint-Sernin-de-Duras;44,70531190;0,21099328;;47120;Saint-Sernin
Lubersac, une église de Saint-Sernin-de-Duras;44,70531190;0,21099328;;47120;Saint-Sernin
Saint-Sernin-de-Duras, vers le domaine d'Amblard;44,71068750;0,23927450;;47120;Saint-Sernin
Boucle de l'ancienne voie ferrée;45,28879900;1,17721200;;24390;Boisseuilh
Itinéraire vélo Pont-Farcy au Viaduc de la Souleuvre (La Ferrière-Harang);48,93555900;-1,03783690;;50420;Tessy-Bocage
Au coeur de la vallée de la Vire;48,99407400;-1,08385490;;50420;Tessy-Bocage
La boucle des trois villages à VTT;43,12455900;-0,42664000;;64260;Bescat
Le tòs de la Courade;43,12435000;-0,42693000;;64260;Bescat
Boucle de St-Christophe - Montferrand du Périgord;44,75096390;0,86647718;;24440;Montferrand-du-Périgord
Boucle de St-Christophe - Montferrand du Périgord;44,75096390;0,86647718;;24440;Montferrand-du-Périgord
Boucle de Rouffignac de Sigoulès;44,78331280;0,44683037;;24240;Rouffignac-de-Sigoulès
Boucle des Genêts à Hourtin;45,22195170;-1,15819930;;33990;Hourtin
Hourtin : la réserve des dunes et marais à cheval;45,19479940;-1,13685270;;33990;Hourtin
Sentier des chevreuils sportifs - Réserve Naturelle de Hourtin;45,19876100;-1,12260490;;33990;Hourtin
Sentier de la Lobélie - Réserve naturelle de Hourtin;45,19909360;-1,12200400;;33990;Hourtin
Sentier des Rousserolles - Réserve Naturelle de Hourtin;45,19897260;-1,12208980;;33990;Hourtin
C05 : Croix Coliche;48,98144300;5,62005500;;55300;Lamorville
C04 : Les Fontaines;48,98144300;5,62005500;;55300;Lamorville
C06 : Gros lot;48,98144300;5,62005500;;55300;Lamorville
C03 : Chemin de Remivau;48,98712200;5,55919000;;55300;Seuzey
Boucle La Loire à Vélo - Oudon > Mauves-sur-Loire;47,34529270;-1,28254810;;44150;Ancenis-Saint-Géréon
Circuit des Pierres Meslières - Saint-Géréon;47,36072870;-1,21421770;;44150;Ancenis-Saint-Géréon
Boucle La Loire à Vélo - Loireauxence > Ancenis-St-Géréon;47,36376340;-1,17735140;;44150;Ancenis-Saint-Géréon
Circuit de l'Île Mouchet;47,36117840;-1,18645030;;44150;Ancenis-Saint-Géréon
Balade découverte au coeur d'Ancenis;47,36392340;-1,17753390;;44150;Ancenis-Saint-Géréon
SAINT-GEORGES-SUR-LOIRE - 13 - CHEMIN DE CROIX MARIE;47,41746090;-0,58147290;;49170;Saint-Georges-sur-Loire
Verneil-le-Chetif - Entre vallons et forêt de Bercé;47,73357450;0,29458359;;72360;Verneil-le-Chétif
SENTIER ERDRE-CENS-GESVRES;47,24408000;-1,55542100;;44300;Nantes
SAINT-JOSEPH-DE-PORTERIE;47,26112300;-1,52772100;;44300;Nantes
LE BOIS DE LA CHOLTIERE;46,92838100;-1,74659560;;44270;Saint-Étienne-de-Mer-Morte
LA VALLEE DU FALLERON;46,92845610;-1,74662780;;44270;Saint-Étienne-de-Mer-Morte
SENTIER DE LA MINE;47,55961690;-1,54210340;;44170;Abbaretz
SENTIER ENTRE ÉTANGS ET PIERRE BLEUE;47,56717250;-1,62544220;;44170;Abbaretz
Randonnée : La Chapelle Saint- Clair (7);43,29327000;5,64064500;;13420;Gémenos
Randonnée : La source de Saint-Pons et l'Abbaye Cistercienne (2);43,29227000;5,64334800;;13420;Gémenos
Randonnée : Le gour de l'Oule (3);43,29252000;5,64339100;;13420;Gémenos
Randonnée : La Glacière (6);43,29348800;5,64064500;;13420;Gémenos
Randonnée : Le sentier du blé et le sentier des Cabrelles (5);43,29248900;5,64330500;;13420;Gémenos
Randonnée : Les barres Saint-Martin (4);43,29242600;5,64330500;;13420;Gémenos
Randonnée : La cascade du vieux moulin (1);43,29214500;5,64339100;;13420;Gémenos
GR2013 - B10 - De Gémenos au Plan d'Aups;43,29750000;5,63144400;;13420;Gémenos
Romestaing, dans les pas des Templiers;44,41617210;0,00242471;;47250;Romestaing
Romestaing, dans les pas des Templiers;44,41617210;0,00242471;;47250;Romestaing
La Croix des Anglais;43,38740000;-1,49290000;;64480;Ustaritz
Bistauzac, une succession de points de vue;44,47081680;0,27967929;;47400;Gontaud-de-Nogaret
Bistauzac, une succession de points de vue;44,47081680;0,27967929;;47400;Gontaud-de-Nogaret
Gontaud-de-Nogaret, la balade du Moulin de Gibra;44,45649800;0,29521465;;47400;Gontaud-de-Nogaret
Gontaud-de-Nogaret, la balade du Moulin de Gibra;44,45649800;0,29521465;;47400;Gontaud-de-Nogaret
Circuit Plaine de Garonne;44,45602320;0,29482841;;47400;Gontaud-de-Nogaret
Circuit Plaine de Garonne;44,45602320;0,29482841;;47400;Gontaud-de-Nogaret
Caudecoste, une bastide du XIIIème siècle;44,11535960;0,73677062;;47060;Caudecoste
Caudecoste, une bastide du XIIIème siècle;44,11535960;0,73677062;;47060;Caudecoste
Vignobles de Cuqueron;43,31800830;-0,55184630;;64360;Cuqueron
CIRCUIT DE LA VALLEE DU GESVRES TREILLIERES;47,33111380;-1,62409930;;44119;Treillières
Sentiers pédestre et VTT autour du lac du Val de Lenne;44,28240000;2,43930000;;12160;Baraqueville
Pêche - Plan d'eau du Val de Lenne;44,28360000;2,44070000;;12160;Baraqueville
"Circuit touristique par la route ""Le Ségala, un patrimoine entre villages et nature""";44,27782350;2,43202884;;12160;Baraqueville
Pêche - Plan d'eau de Carcenac-Peyralès;44,26350000;2,42820000;;12160;Baraqueville
"Circuit touristique par la route ""Escapade de 2 jours en terre occitane""";44,27853403;2,43320886;;12160;Baraqueville
"Circuit vélo-route ""Une histoire contée""";44,27730000;2,43352917;;12160;Baraqueville
"Circuit vélo-route ""Patrimoine et paysages""";44,27730000;2,43352917;;12160;Baraqueville
"Circuit vélo-route ""Calmont-de-Plancatge""";44,27730000;2,43352917;;12160;Baraqueville
Circuit autour de Laval;48,06789440;-0,76464120;;53000;Laval
Voie verte Laval-Renazé;48,07335000;-0,80278000;;53000;Laval
Boucle vélo voies vertes Laval-Mayenne;48,07985800;-0,77035400;;53000;Laval
Boucle du Cluzeau - Lunas;44,91771200;0,40178590;;24130;Lunas
Boucle de Biorne - Lunas;44,91771200;0,40178590;;24130;Lunas
Boucle de Peypensou - Lunas;44,91771200;0,40178590;;24130;Lunas
le Tour du Village de Fraisse;44,93034800;0,30731190;;24130;Fraisse
Boucle de la Lidoire - Fraisse;44,93034800;0,30731190;;24130;Fraisse
Boucle de Mallevieille  - Monfaucon;44,91149100;0,23655600;;24130;Monfaucon
Boucle de Cap Blanc - Monfaucon;44,91149100;0,23655600;;24130;Monfaucon
Boucle de la Cabane, Monfaucon;44,91149100;0,23655600;;24130;Monfaucon
CIRCUIT VOIE VERTE N°2 SAINT LONGIS;48,35345430;0,31864651;;72600;Saint-Longis
"CIRCUIT PEDESTRE ""FRENE"" - SAINT LONGIS";48,35555800;0,34696484;;72600;Saint-Longis
Balade découverte à Cambes;44,59532700;0,28863800;;47350;Cambes
Fieux, panoramas de Gascogne;44,09092350;0,42394320;;47600;Fieux
Fieux, panoramas de Gascogne;44,09092350;0,42394320;;47600;Fieux
Villeréal, le circuit de la bastide royale;44,63712400;0,74377655;;47210;Villeréal
Villeréal, le circuit de la bastide royale;44,63712400;0,74377655;;47210;Villeréal
Villeréal, de la Bastide à l'église de Parisot;44,63712400;0,74377655;;47210;Villeréal
Villeréal, de la Bastide à l'église de Parisot;44,63712400;0,74377655;;47210;Villeréal
La Sauvetat-du-Dropt, la balade du pont roman;44,64756370;0,34063313;;47800;La Sauvetat-du-Dropt
La Sauvetat-du-Dropt, la balade du pont roman;44,64756370;0,34063313;;47800;La Sauvetat-du-Dropt
Boucle 1 reliée à la Véloroute de la Vallée du Dropt;44,64765530;0,34067605;;47800;La Sauvetat-du-Dropt
Castella, randonnée vers le lac d'Arasse et l'église de Sembas;44,31319360;0,68398475;;47340;Castella
Castella, randonnée vers le lac d'Arasse et l'église de Sembas;44,31319360;0,68398475;;47340;Castella
Castella, la promenade de Mondou;44,31319360;0,68398475;;47340;Castella
Castella, la promenade de Mondou;44,31319360;0,68398475;;47340;Castella
Castella, la balade du Pech d'Ané;44,31319360;0,68398475;;47340;Castella
Castella, la balade du Pech d'Ané;44,31319360;0,68398475;;47340;Castella
Castelnau-sur-Gupie, dans les coteaux de Garonne;44,55943860;0,13159990;;47180;Castelnau-sur-Gupie
Circuit autour du massif du Hohbuhl;48,48789697;7,31047106;;67190;Grendelbruch
Circuit du Château du Guirbaden par le Purpurkopf;48,49249138;7,32277262;;67190;Grendelbruch
Circuit vélo - De Grendelbruch au Mont Sainte-Odile;48,49219041;7,32351156;;67190;Grendelbruch
Circuit poussettes B02 : Sur les hauteurs de Grendelbruch;48,49236695;7,32327419;;67190;Grendelbruch
Circuit poussettes 4x4 B01 : De Grendelbruch au Hohbuhl;48,49233318;7,32316690;;67190;Grendelbruch
Circuit VTT B08 : Sous les sommets du versant est;48,48943000;7,30616100;;67190;Grendelbruch
La promenade du Grand Cru Vorbourg;47,95639988;7,30001807;;68250;Rouffach
La découverte du vignoble à vélo;47,92984416;7,29453206;;68250;Rouffach
Parcours de santé Forêt du Niederwald;47,98420576;7,32854605;;68250;Rouffach
BR17 De Rouffach aux Bords du Rhin;47,95818052;7,30115878;;68250;Rouffach
Circuit du chalet Am Saegekopf Hütte depuis Lauw;47,75608049;7,01936447;;68290;Lauw
Balade ludique à Lauw;47,75770516;7,01982850;;68290;Lauw
Marche santé Lauw Sentheim;47,76138889;7,01805556;;68290;Lauw
Circuit Etapes Savoureuses ardéchoises;44,48693000;4,15333500;;7230;Planzolles
Parcours de découverte - Circuit rouge;47,81382700;-0,26637900;;72300;Vion
Parcours de découverte - Circuit vert;47,81382700;-0,26637900;;72300;Vion
Parcours de découverte - Circuit bleu;47,81330820;-0,27341710;;72300;Vion
PARCOURS FAMILLE MURMURES DE ROCHERS « PISTE AUX EMPREINTES »;47,10738950;-1,29711820;;44190;Gorges
PROMENADE MUSÉE AU DOMAINE DÉPARTEMENTAL DE LA GARENNE LEMOT;47,08466700;-1,26262900;;44190;Gétigné
BOUCLE CIRCUIT DU VIEUX CHEMIN ROYAL;47,07475560;-1,25165880;;44190;Gétigné
Randonnée pédestre: Oberlarg  le château du Morimont;47,45771423;7,23426104;;68480;Oberlarg
ECOBALADE - Tour du Siebach;47,90082932;6,98330638;;68470;Fellering
ECOBALADE - Autour de la tourbière du See;47,89027644;6,97327492;;68470;Fellering
Trail - envol vers le Treh et le Markstein;47,88961000;6,99768000;;68470;Fellering
Trail - l'atelier du Schwitzerwald;47,88961000;6,99768000;;68470;Fellering
Balade ferme auberge Felsach : vers un sanctuaire de nature;47,92769458;6,92625043;;68470;Fellering
Promenade de la Marguerite;47,64015727;7,12868929;;68210;Gommersdorf
Sentier d'interprétation : L'homme et le Rhin, des vies en commun;48,91835387;8,14900160;;67470;Munchhausen
Sentier viticole des Grands Crus - Hunawihr;48,17955096;7,31333256;;68150;Hunawihr
Circuit de découverte d'Hunawihr;48,17999451;7,30968475;;68150;Hunawihr
Sentier des poètes;47,86464663;7,00084528;;68470;Mitzach
Trail - Mitzach-Belacker;47,87197000;7,02453000;;68470;Mitzach
Marche Santé - circuit M Mitzach;47,87252064;7,02639818;;68470;Mitzach
CIRCUITS DES TROIS CROIX - NOUANS;48,23824590;0,22197200;;72260;Nouans
CIRCUITS DES COURTOINS - NOUANS;48,23913140;0,22256451;;72260;Nouans
CIRCUITS DES COULOMBRAYS - NOUANS;48,23824590;0,22197200;;72260;Nouans
CIRCUIT DE LA ROBRIE;47,06201450;-1,71498240;;44310;La Chevrolière
CIRCUIT DES VILLAGES PETIT MARS;47,39584810;-1,45509510;;44390;Petit-Mars
CIRCUIT DES MARAIS PETIT MARS;47,39576790;-1,45632070;;44390;Petit-Mars
CIRCUIT DES MINES DE LANGUIN;47,45694500;-1,54056000;;44390;Nort-sur-Erdre
CIRCUIT DE VIVE EVE;47,41038500;-1,53514140;;44390;Nort-sur-Erdre
CIRCUIT DES MARAIS DE BLANCHE NOE;47,43752010;-1,49516280;;44390;Nort-sur-Erdre
PELERINAGE SAINT JACQUES DE COMPOSTELLE;47,43955200;-1,50091890;;44390;Nort-sur-Erdre
CIRCUIT DE L'ECLUSE DU PAS D'HERIC;47,44589230;-1,56716410;;44390;Nort-sur-Erdre
CIRCUIT DES ARCADES;47,47356780;-1,48743380;;44390;Nort-sur-Erdre
NORT SUR ERDRE - NANTES (LA VELODYSSEE);47,42583870;-1,53233760;;44390;Nort-sur-Erdre
LE PETIT CANAL NORT À JOUÉ;47,45136730;-1,58348160;;44390;Nort-sur-Erdre
LA FORET DE MACHECOUL;47,02089630;-1,79351260;;44270;Machecoul-Saint-Même
LES HAUTS DU TREIL;47,00341260;-1,82225520;;44270;Machecoul-Saint-Même
A LA DECOUVERTE DU MARAIS BRETON...;46,99228300;-1,81720200;;44270;Machecoul-Saint-Même
BALADE À ROULETTES N°5 (BR5);47,01823000;-1,82286000;;44270;Machecoul-Saint-Même
ITINERAIRE 2 - DE NANTES À VILLENEUVE EN RETZ;46,99543260;-1,80831940;;44270;Machecoul-Saint-Même
RANDONNÉE CYCLOTOURISTIQUE - LA FRESNAYE/ CHEDOUET - BOURG-LE-ROI;48,44739640;0,25260359;;72600;Villeneuve-en-Perseigne
"CIRCUIT VTT BLEU N°8 : ""CROIX PERGELINE""";48,41152650;0,22706583;;72600;Villeneuve-en-Perseigne
BOUCLE CIRCUIT DE LA FLEURANCELLERIE;47,18227830;-1,17437820;;44330;La Regrippière
BOUCLE CIRCUIT SUR LES PAS DES GABELOUS;47,18227830;-1,17437820;;44330;La Regrippière
Boucle circuit Vignoble à Vélo entre vignes et bocages;47,18310960;-1,18156650;;44330;La Regrippière
Boucle circuit au cœur  de Clisson;47,08568070;-1,28151570;;44190;Clisson
PARCOURS FAMILLE MURMURES DE ROCHERS « QUI VA LÀ »;47,08545430;-1,27834000;;44190;Clisson
JEU DE PISTE NUMÉRIQUE À CLISSON AVEC  ZÉLIE LA LIBELLULE .;47,08583500;-1,28156040;;44190;Clisson
BOUCLE CIRCUITS DE LA SEVRE A LA MOINE;47,08555960;-1,28036070;;44190;Clisson
"ROUTE DES VINS ""VOYAGE DANS LE VIGNOBLE"" DE NANTES A CLISSON";47,08699400;-1,28179690;;44190;Clisson
SENTIER ETANGS ET CALVAIRES;47,71929500;-1,48444100;;44110;Saint-Aubin-des-Châteaux
SENTIER LES COTEAUX DE LA CHERE;47,71799630;-1,48300850;;44110;Saint-Aubin-des-Châteaux
CIRCUIT DES COTEAUX DE LA MONTAGNE;47,18416700;-1,67669400;;44620;La Montagne
BOUCLE CIRCUIT VIGNOBLE DU BOIS JOLY;47,12660250;-1,43086560;;44690;Château-Thébaud
BOUCLE CIRCUIT LE CHANT DES TROIS RUISSEAUX;47,12554400;-1,41523910;;44690;Château-Thébaud
Boucle de la Maine;47,12462660;-1,41564560;;44690;Château-Thébaud
"CIRCUIT PEDESTRE ""CHANVRE"" - SAINT RÉMY DU VAL";48,34939150;0,25542772;;72600;Saint-Rémy-du-Val
CIRCUIT VOIE VERTE N°4 SAINT REMY DU VAL;48,34529760;0,25792144;;72600;Saint-Rémy-du-Val
Borne de recharge pour vélo électrique;44,79300000;6,55890000;;5120;L'Argentière-la-Bessée
Borne de recharge pour vélo électrique;44,79300000;6,55890000;;5120;L'Argentière-la-Bessée
Borne de recharge pour vélo électrique;44,84400000;6,49060000;;5340;Vallouise-Pelvoux
Borne de recharge pour vélo électrique;44,84400000;6,49060000;;5340;Vallouise-Pelvoux
