FID;osm_id;amenity;name;short_name;official_name;alt_name;old_name;operator;operator-type;emergency;contact-email;addr-housename;addr-housenumber;addr-street;addr-city;addr-postcode;osm_version;osm_timestamp;healthcare-speciality;the_geom;osm_original_geom
hospitals_point.27554845;27554845;hospital;Centre Hospitalier Intercommunal Lucie et Raymond Aubrac;CHIV;;Centre hospitalier intercommunal de Villeneuve-Saint-Georges;;;public;yes;;;40;Allée de la Source;Villeneuve-Saint-Georges Cedex;94195;10;2020-03-20T17:45:58Z;intensive;POINT (273038.48216261854 6227809.597959484);"SRID=3857;POLYGON((272886.5403200512 6227931.331867301,272890.725932905 6227922.287332351,272914.3813246985 6227874.0780987805,272909.4498712564 6227863.194358001,272909.4498712564 6227849.897651777,272914.03623427707 6227831.167555251,272926.5262811441 6227811.661300472,272956.6270714546 6227770.320337755,273039.6602796373 6227664.589632473,273055.1559527557 6227668.21745962,273081.16018580506 6227668.808036277,273089.49801566545 6227673.8869972415,273176.3828782296 6227741.213046032,273159.07269741123 6227780.883356423,273182.44979047787 6227835.386041854,273066.72204784915 6227896.267473987,272978.8019140206 6227939.853312968,272975.31761395885 6227938.4696321,272959.2430794882 6227917.680697918,272937.06823692226 6227941.338239028,272896.98208828754 6227943.430635281,272893.25288534595 6227938.874611842,272891.3159262062 6227934.031730348,272886.5403200512 6227931.331867301))"
hospitals_point.688908417;688908417;hospital;Clinique Les Sophoras;;;;;;private;no;;;;Rue des Sophoras;Nîmes;30000;3;2021-12-01T17:41:58Z;psychiatry;POINT (487933.8094075426 5443085.642493543);"SRID=3857;POLYGON((487766.7760372888 5443091.675907496,487784.8320586954 5443081.826689067,487820.2205248186 5443074.370312846,487832.61038414383 5443065.401056697,487841.71631849074 5443059.581079328,487852.3139340143 5443056.447246885,487859.4829092213 5443051.229341043,487880.3775776433 5443027.6407385245,487888.7376714018 5443006.583948072,487891.5763184171 5443003.156821044,487927.5547778414 5442965.088009328,487932.6309466217 5442967.0176898325,487942.4827215568 5442974.196104864,487949.65169676393 5442981.961149354,487961.59627812606 5442983.597521395,487969.5110939214 5442986.885703829,487983.2479190854 5442988.367701931,487987.8676779532 5442987.626702851,487991.15160293167 5442985.233893726,487996.0830563738 5442975.230414584,488009.5193189125 5442980.463714817,488025.6383811794 5442989.710762913,488045.94305630017 5442998.371195349,488044.67401410505 5443007.031635931,488045.52004223515 5443010.659452141,488027.95382658794 5443062.128283827,488015.8645298878 5443067.716698585,488015.1186892994 5443071.375413952,487996.38361899887 5443106.1564389905,488029.222868783 5443126.7657635,488066.8488566711 5443128.556538444,488079.9845565847 5443135.719641708,488056.3959564856 5443173.943536972,488007.7270751108 5443195.139650692,487987.1218373649 5443176.923031434,487955.77426875755 5443181.106675549,487951.2992252277 5443179.022572157,487948.6052935504 5443174.838928986,487945.6219311972 5443167.675795284,487945.3213685721 5443159.910594142,487959.35875636106 5443126.920140636,487954.5831502061 5443122.582144081,487890.52991520363 5443117.364200752,487874.8561308999 5443133.635548588,487861.11930573604 5443153.64286201,487853.96146247804 5443173.04814504,487847.6830431973 5443180.211282923,487837.53070563695 5443181.708749952,487800.5169749482 5443213.062986684,487785.28846860764 5443202.904881553,487788.8618242621 5443190.956000198,487833.6901832046 5443163.399530625,487842.4844229772 5443158.073499799,487838.4435254614 5443151.481576058,487836.0835522566 5443147.900017596,487833.1447176997 5443142.882750544,487815.4449186635 5443114.816980975,487780.8022931287 5443135.271947591,487767.3660305899 5443096.168266108,487766.7760372888 5443091.675907496))"
hospitals_point.7334692509;7334692509;hospital;Centre traitement ambulatoire intensif;;;;;;;;;;8;Place du Conseil National de la Résistance;Saint-Martin-d'Hères;38400;4;2025-01-20T22:12:08Z;psychiatry;POINT (640508.5499173646 5650683.613648323);
hospitals_point.363583269;363583269;hospital;Clinique Saint-Yves;;;;;;;no;;;4;Rue Adolphe Leray;Rennes;35000;11;2024-11-01T09:13:07Z;"cardiology;gastroenterology";POINT (-185159.39554795928 6123794.038952847);"SRID=3857;POLYGON((-185322.0277368119 6123886.931315075,-185319.51191631996 6123858.143118012,-185310.0720235007 6123763.411129154,-185294.4984267387 6123668.363474933,-185285.28117290104 6123668.8302093465,-185189.72452200408 6123672.864129275,-185129.89029570267 6123676.231287032,-185008.44073124722 6123683.1656358875,-185007.70602260798 6123688.216379092,-185006.65961939452 6123692.967080858,-185005.49076474123 6123698.301205283,-184990.02848747003 6123777.113280602,-184995.32729523178 6123782.047394029,-184993.27901660118 6123784.881176676,-184991.35318941047 6123787.54826708,-184982.53668573964 6123855.676039037,-184988.26963951546 6123856.192792007,-184987.9802088394 6123861.7270515775,-184987.69077816338 6123866.444510603,-184980.5106710072 6123866.494519016,-184977.37146136683 6123891.148702389,-184984.6072282684 6123890.648616828,-184993.35694024473 6123889.665115312,-185036.9941806357 6123884.764278927,-185157.70903645194 6123871.845420938,-185158.27676585497 6123890.365235022,-185160.18032914755 6123923.971048481,-185160.92616973585 6123944.257955024,-185238.8720771893 6123940.290585788,-185248.3898936521 6123939.823836592,-185267.26967929068 6123920.8371674465,-185287.4407710224 6123900.533646813,-185309.49316214857 6123889.6151067605,-185322.0277368119 6123886.931315075))"
hospitals_point.-9117988;-9117988;hospital;Centre de réadaptation spécialisée Les Capucins;;;;;Association Les Capucins;;no;;;11;Boulevard Jean Sauvage;Angers;49100;1;2018-12-17T16:40:05Z;;POINT (-62039.58185229409 6021849.405022189);"SRID=3857;MULTIPOLYGON(((-62181.95436221469 6021850.4314714195,-62120.394683806 6021807.43668736,-62102.72828061712 6021833.661832913,-62102.1382873159 6021835.276197487,-62101.693009352726 6021837.252970844,-62101.13641189878 6021843.348024867,-62102.36092629749 6021849.11362046,-62105.47787203971 6021855.043951364,-62109.37405421747 6021858.99750756,-62100.13453648162 6021872.505504858,-62103.02884324225 6021874.482286718,-62112.49099995967 6021861.139017919,-62154.34712849795 6021890.296557863,-62164.69984114172 6021875.355365518,-62181.95436221469 6021850.4314714195)),((-62153.12261409924 6021908.08764745,-62127.63045070756 6021890.296557863,-62108.14953981874 6021876.788532791,-62107.370303383184 6021877.7769241575,-62088.8912679115 6021864.763113583,-62087.88939249438 6021858.668044476,-62090.5610602734 6021858.009118345,-62087.17694775328 6021839.74041129,-62086.59808640117 6021836.594046339,-62086.05262089627 6021833.711252234,-62086.53129470669 6021832.953489373,-62087.778073003574 6021830.993190097,-62088.92466375876 6021829.214095347,-62089.33654587468 6021828.5386983575,-62090.22710180103 6021826.298357512,-62090.71690756051 6021825.0299294945,-62091.22897721817 6021823.366147579,-62091.52953984331 6021821.998881483,-62091.94142195924 6021818.078288348,-62091.68538713041 6021816.612184649,-62091.41822035252 6021815.014296628,-62090.483136629846 6021813.054001423,-62090.0267267176 6021812.52686329,-62088.969191555065 6021811.406694868,-62088.13429537411 6021810.830137646,-62087.143551906054 6021810.3194727115,-62086.11941259075 6021810.006484543,-62085.05074547914 6021809.825280871,-62083.83736302949 6021809.792334747,-62082.17870261667 6021810.006484543,-62081.03211186151 6021810.270053528,-62081.967195584155 6021815.113135053,-62077.180457480055 6021816.052100154,-62076.27876960463 6021811.258437295,-62061.4844092782 6021814.058858573,-62064.234000700795 6021829.214095347,-62052.712433403685 6021831.3226521285,-62044.396867441435 6021825.507649119,-62040.46728941644 6021822.756643388,-62039.02013603611 6021821.76825831,-62047.81437580879 6021810.401838022,-62047.703056318 6021810.2371074045,-62047.14645886402 6021806.94249568,-62046.25590293767 6021802.9889632715,-62044.363471594195 6021798.211780684,-62041.69180381516 6021793.599331034,-62038.57485807294 6021789.481074498,-62034.789995385974 6021786.021740521,-62032.118327606935 6021783.880248753,-61964.21343822304 6021736.76756392,-61938.16467737741 6021774.655367189,-61965.77191109415 6021793.269870441,-61964.9926746586 6021794.587712897,-61963.76816025987 6021793.764061337,-61956.532393358306 6021804.306807206,-61949.85322391071 6021799.694354309,-61913.5630699121 6021852.572979661,-61957.75690775703 6021883.213078673,-61983.360390639486 6021846.1484565325,-61989.48296263312 6021837.252970844,-62000.948870184824 6021844.66587495,-61981.545882939565 6021872.933807556,-62027.09781857216 6021904.776525229,-62035.56923182153 6021892.76754034,-62054.159586784 6021905.287195738,-62055.05014271035 6021910.064437442,-62052.155835949736 6021910.558635007,-62052.73469730184 6021913.770919887,-62053.70317687176 6021919.0917841345,-62059.15783192063 6021949.073185626,-62060.037255897885 6021953.965764851,-62056.23012931276 6021954.690591637,-62056.3191849054 6021955.135371743,-62053.090919672395 6021955.728411915,-62049.49530011976 6021953.866924839,-62042.025762287536 6021948.54603921,-62045.554590145686 6021943.73582963,-62024.659921723796 6021928.728651854,-62021.28694115275 6021933.423540021,-62018.1365995633 6021937.838384544,-62014.70795924687 6021942.61564422,-62042.21500542189 6021962.33422327,-62043.28367253351 6021960.752781689,-62057.16521303542 6021970.620322945,-62058.99085268443 6021970.241435512,-62059.213491666014 6021971.707565243,-62070.60147557416 6021969.54955415,-62069.71091964783 6021964.9040664565,-62069.33243337913 6021962.828423823,-62066.68302949824 6021963.306151049,-62066.159827891526 6021960.4068413805,-62068.820363721476 6021959.929114312,-62068.44187745278 6021957.787579501,-62072.66088615385 6021957.029805776,-62081.210223046764 6021955.695465237,-62077.614603494156 6021936.24047414,-62088.61296918451 6021934.197784978,-62087.51090622567 6021928.316819684,-62089.14730274033 6021928.053247101,-62087.85599664712 6021920.113126873,-62091.11765772737 6021922.337018733,-62093.900644997215 6021924.231445584,-62098.353424628935 6021918.465799936,-62084.99508573373 6021909.240774889,-62083.213973881044 6021900.509956671,-62095.381194224756 6021897.82482001,-62097.42947285535 6021894.74432683,-62137.49335759185 6021922.205232531,-62141.54538705673 6021925.0551095605,-62153.12261409924 6021908.08764745)))"
hospitals_point.7731681596;7731681596;hospital;Pôle santé la Défense;;;;;;;;;;46;Boulevard des Bouvets;Nanterre;92000;3;2025-04-15T11:12:01Z;;POINT (247960.19163619552 6257146.904317303);
hospitals_point.144383899;144383899;hospital;Clinique de Montévrain;;;;;;;;;;15;Route de Provins;Montévrain;77144;4;2021-01-24T17:55:02Z;;POINT (307300.49799589015 6250160.224880851);"SRID=3857;POLYGON((307171.7189699807 6250186.61879334,307337.39576812834 6250041.949992817,307408.1727003746 6250120.518498028,307309.3877842447 6250275.305999425,307171.7189699807 6250186.61879334))"
hospitals_point.559581091;559581091;hospital;Multipole de Santé de Montagne;;;;;;public;yes;;;;Rue du Nantet;Bourg-Saint-Maurice;73700;17;2024-11-04T21:02:39Z;"emergency;general;surgery;radiology;psychiatry;maternity;blood_check;anaesthetics;biology;community";POINT (752944.4673375603 5719078.0331251295);"SRID=3857;POLYGON((752794.2493629274 5719051.451265169,752823.8158196821 5719014.432999681,752828.4801063463 5719012.04575653,752863.9798919603 5719031.684829151,752898.5223299534 5719005.0590952495,752922.8233747936 5719027.021739113,752929.3800928013 5719026.13050034,752963.3993291878 5718964.269197912,752998.6319480238 5718988.189275069,753006.7137430555 5718978.576674814,753024.4914657351 5718998.024694657,753070.3217000946 5719045.435388703,753109.7621956827 5719090.093023382,752974.9097645358 5719156.872996655,752948.4825174215 5719112.5651607,752924.8048617298 5719138.093068062,752953.5475542526 5719167.743092026,752925.5061745218 5719185.488590953,752916.9011778835 5719191.361324376,752913.2832944327 5719193.653123837,752903.9769850024 5719199.987405958,752831.0961143799 5719123.53069301,752829.3483983745 5719109.318474475,752814.0197044923 5719084.061205786,752794.2493629274 5719051.451265169))"
hospitals_point.783827208;783827208;hospital;Polyclinique de Bordeaux Tondu;;;;;NOUVELLE CLINIQUE BORDEAUX TONDU (NCBT) SAS;;;;;46;Avenue Jean Alfonsea;Floirac;33270;4;2023-03-19T13:57:29Z;"radiology;anaesthetics;paediatric_surgery;gynaecology;cardiology;hepatology;gastroenterology;dental_oral_maxillo_facial_surgery;oncology;ophthalmology;orthodontics;otolaryngology;plastic_surgery;physiatry;urology";POINT (-58997.18237088015 5594123.170269007);"SRID=3857;POLYGON((-59124.68699901731 5594144.946086948,-59067.93632261088 5594087.878093736,-58993.419055473874 5594012.949432502,-58964.14202939524 5594030.810460481,-58959.35529129113 5594033.729753116,-58875.48718692747 5594084.958783628,-58912.70129269966 5594135.073737838,-58959.232839851255 5594198.655621684,-58989.522873296104 5594239.526562502,-59050.114072134886 5594197.180253231,-59062.79336213624 5594188.390829149,-59124.68699901731 5594144.946086948))"
hospitals_point.11386192055;11386192055;hospital;Centre Hospitalier des Pays de Morlaix;;;;;;;;;;15;Rue de Kersaint-Gilly;Plourin-lès-Morlaix;29600;6;2024-06-21T17:57:56Z;;POINT (-426422.27820431185 6202126.894430765);
hospitals_point.42017048;42017048;hospital;Centre Psychothérapique de l'Ain;CPA;;;Hôpital Saint Georges;Orsac;;;;;;Avenue de Marboz;Bourg-en-Bresse;01000;23;2025-01-05T02:59:20Z;psychiatry;POINT (582887.3981160433 5816770.904889712);"SRID=3857;POLYGON((582164.1123612664 5817074.927632565,582165.8600772717 5817006.843861459,582273.5950804616 5816993.1982054,582272.5709411463 5816978.039965956,582271.6024615763 5816963.57368739,582306.0669759259 5816939.677828641,582348.8359242887 5816958.971516972,582379.3040689188 5816958.923242474,582436.7671900664 5816951.762527577,582422.685274481 5816827.987672007,582627.435213897 5816727.948861819,582595.4865200394 5816546.829523462,582659.5842828382 5816535.1959189065,582651.7473906863 5816433.51918905,582681.7034656587 5816378.779329518,582706.0379063461 5816341.449578701,582723.136580132 5816324.442067815,582771.950176845 5816321.368812481,582907.4482610385 5816263.813856462,582977.7799153216 5816263.282878739,583198.994007426 5816257.699569496,583393.068407675 5816366.98504206,583543.4053799914 5816453.7932971865,583514.3175970471 5816570.338140428,583523.4012674957 5816663.761777343,583366.2292784448 5816679.884936946,583332.7889034104 5816697.198861668,583243.8112344195 5816720.482603904,583200.2185218248 5816731.392353586,583221.2133777883 5816866.3975982405,583067.4477651557 5816925.066789952,583067.7483277807 5816942.268554984,583014.1591249129 5816952.196997755,582916.5430634363 5816941.753627946,582838.4079128485 5817144.154448909,582940.2763788733 5817182.614025767,582898.3089308444 5817312.798522486,582868.8203977332 5817334.104548669,582830.2927219697 5817342.392027424,582775.8463590225 5817322.856119079,582732.5987368495 5817434.069762622,582653.8624610114 5817406.841520759,582628.9825548191 5817464.854513065,582585.4788978171 5817446.975849852,582591.5792059125 5817429.354700545,582418.0098558677 5817366.9809421785,582447.3314097426 5817273.018828685,582412.8112356475 5817280.549922018,582404.2730307038 5817244.4071694,582416.941188756 5817219.287560686,582465.5544103854 5817176.289908109,582506.041309187 5817162.61180653,582483.176285778 5816979.037641211,582333.9636403187 5816995.531482359,582331.0470696599 5817010.48056109,582324.735254532 5817020.409080535,582311.1320127571 5817025.767589186,582281.2649933771 5817019.507950271,582259.7358038578 5817016.434453098,582241.379219826 5817017.029842518,582253.0566344102 5817065.626627922,582164.1123612664 5817074.927632565))"
hospitals_point.8098426090;8098426090;hospital;Hôpitaux Paris Est Val-de-Marne;;Hôpitaux Paris Est Val-de-Marne;;;;;yes;;;12-14;Rue du Val d'Osne;Saint-Maurice;94410;2;2025-01-27T13:13:04Z;"gynaecology;psychiatry;aromatherapy;child_psychiatry;physiatry";POINT (269768.87100114935 6244719.412769666);
hospitals_point.602097768;602097768;hospital;Foyer Occupationnel Barradis;;;;;;;;;;;Route de Castelsarrasin;Lavit;;4;2023-04-27T21:05:49Z;;POINT (104193.2223182433 5460403.718011877);"SRID=3857;POLYGON((103826.86529865439 5460387.507483286,103827.75585458074 5460371.081845803,103968.27444780909 5460248.168897408,104027.69679199453 5460290.717285749,104077.8462225969 5460326.646158253,104133.96237790579 5460236.5999767445,104080.0503485146 5460202.666622361,104050.47275981083 5460184.060556457,104095.14527146619 5460143.507815192,104101.4904824414 5460143.322219536,104107.43494324975 5460141.12600453,104113.52411939616 5460135.326143482,104150.67143347388 5460157.582163544,104262.24695909595 5460228.356356338,104269.34914260858 5460232.857093766,104545.69977850288 5460408.171038816,104398.3461685398 5460595.011285679,104378.34205604426 5460608.452175113,104345.50280626025 5460617.701498252,104322.2147687863 5460617.701498252,104195.05451445315 5460572.630469693,104133.2054053684 5460549.924901451,104107.82456146753 5460543.36690036,104080.36204308884 5460546.042687975,104042.7360552007 5460551.425199528,104020.04914297703 5460544.851730387,103870.32442786008 5460422.910863939,103826.86529865439 5460387.507483286))"
